source_identity_key,historical_product_title,historical_variant_title,material,affected_raw_rows,absolute_unit_magnitude,absolute_sales_magnitude,review_disposition,canonical_variant_id,canonical_product_title,canonical_variant_title,evidence_basis,review_note
41163905400907||HIGH NOON HARD SELTZER WATERMELON|12OZ,High Noon Hard Seltzer Watermelon,12oz,true,47,64.0000,703.36,MAP,41716809597003,High Noon Watermelon,4pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41173357133899||BUFFALO HOUSE GIFT CARD|10.00,Buffalo House Gift Card,$10.00,false,1,0.0000,0.00,EXCLUDE,,,,owner_approved_non_merchandise_exclusion,Excluded from canonical beverage sales.
41173654536267||GIFT BAG|WHITE,Gift Bag,White,true,2,4.0000,7.96,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41177526403147|576451|CHIVAS REGAL BLENDED SCOTCH 12 YR|750ML,CHIVAS REGAL BLENDED SCOTCH 12 YR,750ML,true,2,2.0000,71.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41178335281227|9000474|POPOV VODKA|1.5L,POPOV VODKA,1.5L,true,11,13.0000,220.87,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41178335281227|9000474|POPOV VODKA|1.75L,POPOV VODKA,1.75L,true,11,11.0000,186.89,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41181949263947||TANQUERAY LONDON DRY GIN|750ML,TANQUERAY LONDON DRY GIN,750ML,true,2,2.0000,65.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41184285917259||BEEFEATER LONDON DRY GIN|750ML,BEEFEATER LONDON DRY GIN,750ML,true,2,2.0000,53.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41184296173643||PINNACLE VODKA|1.5L,PINNACLE VODKA,1.5L,true,10,11.0000,241.89,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41193768714315||APEROL APERITIVO|1L,Aperol Aperitivo,1L,true,1,1.0000,32.99,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41275354349643||DEEP EDDY PINEAPPLE|750ML,Deep Eddy Pineapple,750ML,true,11,12.0000,239.88,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41275359133771||HIGH NOON HARD SELTZER PEAR|12OZ,High Noon Hard Seltzer Pear,12oz,true,49,64.0000,701.37,MAP,41716809498699,High Noon Pear,4pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41275363131467||HIGH NOON HARD SELTZER CRANBERRY|12OZ,High Noon Hard Seltzer Cranberry,12oz,true,33,38.0000,417.62,MAP,41716809465931,High Noon Cranberry,4pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41318364053579||BEEFEATER LONDON DRY GIN|750ML,Beefeater London Dry Gin,750ML,true,9,10.0000,269.90,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318364348491||TANQUERAY LONDON DRY GIN|750ML,TANQUERAY LONDON DRY GIN,750ML,true,22,22.0000,725.78,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318365003851|576451|CHIVAS REGAL BLENDED SCOTCH 12 YR|750ML,Chivas Regal Blended Scotch 12 YR,750ML,true,9,10.0000,359.90,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318365790283|3001837|STOLICHNAYA VODKA|200ML,Stolichnaya Vodka,200ML,true,18,18.0000,179.82,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318366380107|3008870|SHANKY S WHIP BLACK SMOOTH IRISH LIQUEUR|750ML,Shanky's Whip Black Smooth Irish Liqueur,750ML,true,5,5.0000,134.95,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318366969931|9012114|FAIRBANKS WHITE PORT|3L,Fairbanks White Port,3L,true,4,4.0000,92.48,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318367035467|1230341|FAIRBANKS SHERRY|750ML,Fairbanks Sherry,750ML,true,9,9.0000,71.91,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318367985739|3003394|SHADES OF BLUE RIESLING|750ML,Shades of Blue Riesling,750ML,true,23,31.0000,306.71,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318368772171|9044729|MR. BOSTON VODKA 100 PROOF|200ML,Mr. Boston Vodka 100 Proof,200ML,true,37,40.0000,130.00,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318369853515|9001723|HENDRICK S GIN|1L,Hendrick's Gin,1L,true,25,26.0000,1221.74,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318370148427|3004875|FIVE FARMS IRISH CREAM|50ML,Five Farms Irish Cream,50ML,true,9,11.0000,32.30,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318370443339|9256193|DISARONNO ORIGINALE|1L,Disaronno Originale,1L,true,7,7.0000,280.56,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318377291851||WILD TURKEY AMERICAN HONEY LIQUEUR|1L,Wild Turkey American Honey Liqueur,1L,true,4,5.0000,149.95,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318388498507|2156|BRILLA PROSECCO ROSE EXTRA DRY|200ML,Brilla Prosecco Rose Extra Dry,200ML,true,19,24.0000,143.76,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318388531275|2121|BRILLA PROSECCO ROSE EXTRA DRY|1.5L,Brilla Prosecco Rose Extra Dry,1.5L,true,8,9.0000,224.91,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318388564043|2155|BRILLA PROSECCO EXTRA DRY|200ML,Brilla Prosecco Extra Dry,200ML,true,17,38.0000,227.62,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318388596811|2123|BRILLA PROSECCO EXTRA DRY|1.5L,Brilla Prosecco Extra Dry,1.5L,true,10,13.0000,324.87,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318388924491||PEYCHAUD S AROMATIC COCKTAIL BITTERS|5OZ,Peychaud's Aromatic Cocktail Bitters,5oz,true,9,9.0000,62.91,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318389317707|3012511|BELVEDERE ORGANIC VODKA|750ML,Belvedere Organic Vodka,750ML,true,4,4.0000,155.96,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41318440435787||CUTWATER LEMON DROP MARTINI|12OZ,Cutwater Lemon Drop Martini,12oz,true,62,72.0000,933.99,MAP,41716809302091,Cutwater Lemon Drop Martini,4pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41392219553867||HIGH NOON HARD SELTZER KIWI|12OZ,High Noon Hard Seltzer Kiwi,12oz,true,19,37.0000,406.63,MAP,41716809269323,High Noon Kiwi,4pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41432880808011||LUCKY ONE VODKA LEMONADE 8 PACK|12OZ,Lucky One Vodka Lemonade 8 Pack,12oz,true,35,61.0000,1324.38,MAP,41716809236555,Lucky One Vodka Lemonade 8 Pack,8pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41449176858699||HIGH NOON BEACH VARITY 12 PACK|12OZ,High Noon Beach Varity 12 Pack,12oz,true,42,77.0000,2297.46,MAP,41716809203787,High Noon Beach Variety,12pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41451425103947||CUTWATER TEQUILA GRAPEFRUIT PALOMA|12OZ,Cutwater Tequila Grapefruit Paloma,12oz,true,23,28.0000,363.72,MAP,41716809105483,Cutwater Tequila Grapefruit Paloma,4pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41458935857227||SURFSIDE GREEN TEA AND VODKA VARIETY|355ML,Surfside Green Tea & Vodka Variety,355ML,true,42,59.0000,1177.40,MAP,41716809072715,Surfside Green Tea & Vodka Variety,8pk-12oz Cans,owner_explicit_live_shopify_verified,Owner-explicit Phase 4 mapping; canonical target re-verified in live Shopify on 2026-08-20.
41536067764299||ON THE ROCKS SPARKLING LIME MARGARITA 4 PACK|12OZ,On The Rocks Sparkling Lime Margarita 4 Pack,12oz,true,4,4.0000,58.96,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41536079626315||ON THE ROCKS MANGO MINT MOJITO 4 PACK|12OZ,On The Rocks Mango Mint Mojito 4 Pack,12oz,true,6,6.0000,95.94,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41536084607051||ON THE ROCKS SPARKLING CUCUMBER AND LEMONGRASS MULE 4 PACK|12OZ,On The Rocks Sparkling Cucumber & Lemongrass Mule 4 Pack,12oz,true,2,2.0000,31.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41574148538443||HARTMAN S SELTZER CUCUMBER MINT 4 PACK|12OZ,Hartman's Seltzer Cucumber Mint 4 Pack,12oz,true,6,9.0000,98.91,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41611177099339||GOOD BOY BLACKBERRY ICED TEA AND LEMONADE|12OZ,Good Boy Blackberry Iced Tea and Lemonade,12oz,true,2,2.0000,20.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41621429125195||196 VODKA SELTZER VARIETY PACK|12OZ PACK 8,-196 Vodka Seltzer Variety Pack,12oz - Pack(8),true,1,1.0000,19.99,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41623316955211||TH LONG DRINK VARIETY PACK|12OZ PACK 8,Th Long Drink Variety Pack,12oz - Pack(8),true,3,3.0000,57.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41623321903179||THE LONG DRINK TRADITIONAL|12OZ PACK 6,The Long Drink Traditional,12oz - Pack(6),true,2,3.0000,44.79,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41623326883915||THE LONG DRINK CRANBERRY|12OZ PACK 6,The Long Drink Cranberry,12oz - Pack(6),true,2,3.0000,44.79,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41692784558155||SKREWBALL PEANUT BUTTER WHISKEY|1.75L,Skrewball Peanut Butter Whiskey,1.75L,true,2,3.0000,164.97,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41692806676555||SURFSIDE VODKA ICED TEA AND LEMONADE|12OZ PACK 4,Surfside Vodka Iced Tea & Lemonade,12oz - Pack(4),true,2,2.0000,20.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41692806742091||SURFSIDE VODKA ICED TEA|12OZ PACK 4,Surfside Vodka Iced Tea,12oz - Pack(4),true,1,2.0000,19.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41692806873163||SURFSIDE VODKA PEACH TEA|12OZ PACK 4,Surfside Vodka Peach Tea,12oz - Pack(4),true,1,1.0000,10.99,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
41692806905931||SURFSIDE VODKA RASPBERRY TEA|12OZ PACK 4,Surfside Vodka Raspberry Tea,12oz - Pack(4),true,2,2.0000,20.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
42017578483787||ZONIN WINEMAKER S COLLECTION CHIANTI DOCG|1.5L,Zonin Winemaker's Collection Chianti DOCG,1.5L,true,6,6.0000,77.94,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
42206969036875||SURFSIDE LEMONADE VARIETY|12PK 12OZ CANS,Surfside Lemonade Variety,12pk-12oz Cans,true,2,2.0000,59.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
42701584531531||OWLS BREW RUM MOJITO|4PK 12OZ,Owls Brew Rum Mojito,4PK 12OZ,true,5,7.0000,100.46,MAP,42913592377419,Owls Brew Rum Mojito,4pk-12oz Cans,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
|3012883|THREE OLIVES ESPRESSO FLAVORED VODKA|1L,Three Olives Espresso Flavored Vodka,1L,true,11,12.0000,218.88,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||A. SMITH BOWMAN CASK STRENGTH|750ML,A. Smith Bowman Cask Strength,750ML,true,1,1.0000,109.99,MAP,41237974417483,A. Smith Bowman Cask Strength,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||BARKER ESPRESSO MARTINI|700ML,Barker Espresso Martini,700ML,true,6,6.0000,179.94,MAP,41679364653131,Barker Espresso Martini,700ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||BIALE ROYAL PUNISHERS PETITE SIRAH|750ML,Biale Royal Punishers Petite Sirah,750ML,true,1,12.0000,719.88,MAP,41477332205643,Biale Royal Punishers Petite Sirah,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||BUFFALO HOUSE GIFT CARD|BUFFALO HOUSE GIFT CARD,Buffalo House Gift Card,Buffalo House Gift Card,true,1,1.0000,0.00,EXCLUDE,,,,owner_approved_non_merchandise_exclusion,Excluded from canonical beverage sales.
||CASAMIGOS MARGARITA VARIETY PACK|8PK 200ML CANS,Casamigos Margarita Variety Pack,8pk-200ML Cans,true,6,6.0000,119.94,MAP,41773486342219,Casamigos Margarita Variety Pack,8pk-200ML Cans,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||CHRISTIAN BROTHERS V.S.O.P BRANDY|750ML,Christian Brothers V.S.O.P Brandy,750ML,true,8,11.0000,142.89,MAP,41157201657931,Christian Brothers V.S.O.P Brandy,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||COOPERSTOWN SELECT STRAIGHT BOURBON WHISKEY|750ML,Cooperstown Select Straight Bourbon Whiskey,750ML,true,6,6.0000,359.94,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||COPPOLA DIAMOND COLLECTION CHARDONNAY|750ML,Coppola Diamond Collection Chardonnay,750ML,true,11,12.0000,175.47,MAP,41156901535819,Coppola Diamond Collection Chardonnay,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||CROWN ROYAL NOBLE COLLECTION BARLEY EDITION|750ML,Crown Royal Noble Collection Barley Edition,750ML,true,6,6.0000,479.94,MAP,41157202608203,Crown Royal Noble Collection Barley Edition,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||CUSTOM SALE|,Custom sale,,true,1,2.0000,3.98,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||CUTWATER VODKA TRANSFUSION|12OZ,Cutwater Vodka Transfusion,12oz,true,33,37.0000,480.63,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||CUTWATER VODKA TRANSFUSION|4PK 12OZ CANS,Cutwater Vodka Transfusion,4pk-12oz Cans,true,13,16.0000,203.95,MAP,41716813987915,Cutwater Vodka Transfusion,4pk-12oz Cans,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||DECANTER|,Decanter,,true,1,1.0000,19.99,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||DIO GRAPEFRUIT BASIL PALOMA SINGLE CAN|200ML,DIO Grapefruit Basil Paloma Single Can,200ML,true,3,4.0000,21.96,MAP,41172569292875,DIO Grapefruit Basil Paloma Single Can,200ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||FOUR ROSES SMALL BATCH BOURBON GIFT PACK|750ML,Four Roses Small Batch Bourbon Gift Pack,750ML,true,5,5.0000,194.95,MAP,41156901339211,Four Roses Small Batch Bourbon Gift Pack,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||GALLO 750S BUY 3 FOR 15|,Gallo 750s buy 3 for $15,,true,1,1.0000,15.00,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||HEAVEN HILL GRAIN TO GLASS KENTUCKY STRAIGHT WHEATED BOURBON|700ML,Heaven Hill Grain To Glass Kentucky Straight Wheated Bourbon,700ML,true,2,2.0000,239.98,MAP,41339109474379,Heaven Hill Grain To Glass Kentucky Straight Wheated Bourbon,700ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||INDRI CASK STRENGTH SINGLE MALT INDIAN WHISKY|750ML,Indri Cask Strength Single Malt Indian Whisky,750ML,true,3,3.0000,260.97,MAP,41395427180619,Indri Cask Strength Single Malt Indian Whisky,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||JOHNSON ESTATE MARECHAL FOCH|3L,Johnson Estate Maréchal Foch,3L,true,1,1.0000,15.99,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||JOHNSON ESTATE MARECHAL FOCH|750ML,Johnson Estate Maréchal Foch,750ML,true,11,11.0000,158.49,MAP,41687552589899,Johnson Estate Maréchal Foch,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||JOSH CELLARS FAMILY RESERVE RED BLEND|750ML,Josh Cellars Family Reserve Red Blend,750ML,true,35,38.0000,789.45,MAP,41157208539211,Josh Cellars Family Reserve Red Blend,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||KETEL ONE|,Ketel One,,true,1,1.0000,34.99,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||KILLR FLAVOURED WHISKEY|50ML,Killr Flavoured Whiskey,50ML,true,5,7.0000,6.93,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||KILLR KCK SOUR APPLE VODKA|50ML,Killr Kck Sour Apple Vodka,50ML,true,8,12.0000,11.88,MAP,41154955739211,Killr Kck Sour Apple Vodka,50ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||LAGOVUVERI NERO D AVOLA|750ML,Lagovuveri Nero D'Avola,750ML,true,27,36.0000,450.58,MAP,41318440337483,Lagovuveri Nero D'Avola,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||LAKE HOUR VARIETY PACK|8 PACK,Lake Hour Variety Pack,8 Pack,true,3,3.0000,74.97,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||LUC BELAIRE LUXE ROSE|750ML,Luc Belaire Luxe Rose,750ML,true,5,6.0000,179.94,MAP,41889590050891,Luc Belaire Luxe Rose,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||LUNETTA PROSECCO|750ML,Lunetta Prosecco,750ML,true,12,25.0000,353.85,LEAVE_UNRESOLVED,,,,no_unique_exact_catalog_identity,No qualifying unique canonical identity.
||MADRE MEZCAL|750ML,Madre Mezcal,750ML,true,7,6.0000,299.94,MAP,41154951053387,Madre Mezcal,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||MICHEL TETE BEAUJOLAIS NUVEAU|750ML,Michel Tete Beaujolais-Nuveau,750ML,true,11,12.0000,218.43,MAP,41191231848523,Michel Tete Beaujolais-Nuveau,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||MILAM AND GREENE UNABRIDGED BLENDED BOURBON|750ML,Milam & Greene Unabridged Blended Bourbon,750ML,true,1,1.0000,99.99,MAP,41239557406795,Milam & Greene Unabridged Blended Bourbon,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||MON FRERE VINTNER S CHARDONNAY|750ML,Mon Frere Vintner's Chardonnay,750ML,true,23,24.0000,272.88,MAP,41156902420555,Mon Frere Vintner's Chardonnay,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||PARTY HORSES FLAVOURED WHISKEY|50ML,Party Horses Flavoured Whiskey,50ML,true,27,76.0000,75.24,MAP,41154956165195,Party Horses Flavoured Whiskey,50ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||REDWOOD EMPIRE VAN DUZEN STRAIGHT RYE WHISKEY|750ML,"Redwood Empire """"Van Duzen"""" Straight Rye Whiskey",750ML,true,1,1.0000,89.99,MAP,41367659839563,"Redwood Empire """"Van Duzen"""" Straight Rye Whiskey",750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||SOUTHERN TIER DISTILLING PEANUT BUTTER CUP WHISKEY|750ML,Southern Tier Distilling Peanut Butter Cup Whiskey,750ML,true,8,8.0000,203.02,MAP,41157731156043,Southern Tier Distilling Peanut Butter Cup Whiskey,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||TIP|,Tip,,false,3,0.0000,0.00,EXCLUDE,,,,owner_approved_non_merchandise_exclusion,Excluded from canonical beverage sales.
||WILLETT POT STILL RESERVE STRAIGHT BOURBON|750ML,Willett Pot Still Reserve Straight Bourbon,750ML,true,6,6.0000,299.94,MAP,41224455684171,Willett Pot Still Reserve Straight Bourbon,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||WYATT EARP 13 YEAR HAZMAT EDITION BOURBON|750ML,Wyatt Earp 13 Year Hazmat Edition Bourbon,750ML,true,2,2.0000,399.98,MAP,41446027362379,Wyatt Earp 13 Year Hazmat Edition Bourbon,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
||YLLERA VERDEJO VENDIMIA NOCTURNA|750ML,Yllera Verdejo Vendimia Nocturna,750ML,true,12,12.0000,187.11,MAP,41355677827147,Yllera Verdejo Vendimia Nocturna,750ML,unique_exact_catalog_identity,Normalized product identity and package uniquely agree.
|||,,,true,132,0.0000,21.14,EXCLUDE,,,,owner_approved_non_merchandise_exclusion,Excluded from canonical beverage sales.
