price_id,offer_id,price_state,effective_month,level_type,break_qty,break_unit,case_price,unit_price,source_file,source_page,extraction_confidence,verified,notes,created_at
230,73,current,2026-08-01,BREAK,25.0,CS,44.0,14.666666666666666,Empire August Book.pdf,79,HIGH,1,"Shopify title does not identify Gin vs Vodka variety. Both current price-book variety packs have the same case and break schedule, so economics are identical. Current-cost validation: Close ≤5¢; closest published cost $15.07; current-minus-closest $-0.03.",2026-08-07 19:21:02
231,74,current,2026-08-01,BASE,1.0,BASE,66.0,22.0,Empire August Book.pdf,85,VERIFIED,1,"Shopify product type says Bourbon, but product title and price book identify this as wine. Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.",2026-08-07 19:21:02
232,74,current,2026-08-01,BREAK,2.0,CS,51.0,17.0,Empire August Book.pdf,85,VERIFIED,1,"Shopify product type says Bourbon, but product title and price book identify this as wine. Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.",2026-08-07 19:21:02
233,74,current,2026-08-01,BREAK,7.0,CS,46.0,15.33,Empire August Book.pdf,85,VERIFIED,1,"Shopify product type says Bourbon, but product title and price book identify this as wine. Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.",2026-08-07 19:21:02
234,75,current,2026-08-01,BASE,1.0,BASE,144.0,12.0,Southern Glazers Price Book.pdf,101,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:02
235,75,current,2026-08-01,BREAK,12.0,BT,,10.67,Southern Glazers Price Book.pdf,101,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:02
236,75,current,2026-08-01,BREAK,60.0,BT,,9.33,Southern Glazers Price Book.pdf,101,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:02
237,76,current,2026-08-01,BASE,1.0,BASE,173.96,28.99,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $24.99; current-minus-closest $0.00.,2026-08-07 19:21:02
238,76,current,2026-08-01,BREAK,6.0,BT,,27.99,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $24.99; current-minus-closest $0.00.,2026-08-07 19:21:02
239,76,current,2026-08-01,BREAK,18.0,BT,,24.99,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $24.99; current-minus-closest $0.00.,2026-08-07 19:21:02
240,76,current,2026-08-01,BREAK,60.0,BT,,21.99,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $24.99; current-minus-closest $0.00.,2026-08-07 19:21:02
241,77,current,2026-08-01,BASE,1.0,BASE,245.88,20.49,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.89; current-minus-closest $0.00.,2026-08-07 19:21:02
242,77,current,2026-08-01,BREAK,2.0,BT,,19.83,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.89; current-minus-closest $0.00.,2026-08-07 19:21:02
243,77,current,2026-08-01,BREAK,12.0,BT,,18.19,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.89; current-minus-closest $0.00.,2026-08-07 19:21:02
244,77,current,2026-08-01,BREAK,24.0,BT,,17.89,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.89; current-minus-closest $0.00.,2026-08-07 19:21:02
245,77,current,2026-08-01,BREAK,36.0,BT,,16.99,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.89; current-minus-closest $0.00.,2026-08-07 19:21:02
246,78,current,2026-08-01,BASE,1.0,BASE,91.2,7.6,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $7.43; current-minus-closest $0.00.,2026-08-07 19:21:02
247,78,current,2026-08-01,BREAK,12.0,BT,,7.43,Empire August Book.pdf,58,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $7.43; current-minus-closest $0.00.,2026-08-07 19:21:02
248,79,current,2026-08-01,BASE,1.0,BASE,119.2,0.99,Empire August Book.pdf,58,VERIFIED,1,Price book says 50ML does not assort; user explicitly instructed the model to treat 50ML/100ML as assortable. Current-cost validation: Exact / 1¢; closest published cost $0.99; current-minus-closest $0.00.,2026-08-07 19:21:02
277,108,current,2026-08-01,BASE,1.0,BASE,100.0,16.67,Empire August Book.pdf,131,HIGH,1,Price book describes the 1.5L as a BAGNUM pouch; Shopify variant title is only 1.5L. Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.,2026-08-07 19:21:44
278,108,current,2026-08-01,BREAK,2.0,CS,96.0,16.0,Empire August Book.pdf,131,HIGH,1,Price book describes the 1.5L as a BAGNUM pouch; Shopify variant title is only 1.5L. Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.,2026-08-07 19:21:44
279,108,current,2026-08-01,BREAK,3.0,CS,92.0,15.33,Empire August Book.pdf,131,HIGH,1,Price book describes the 1.5L as a BAGNUM pouch; Shopify variant title is only 1.5L. Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.,2026-08-07 19:21:44
280,111,current,2026-08-01,BASE,1.0,BASE,132.0,11.0,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
281,111,current,2026-08-01,BREAK,2.0,CS,128.0,10.67,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
282,111,current,2026-08-01,BREAK,5.0,CS,120.0,10.0,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
283,111,current,2026-08-01,BREAK,28.0,CS,112.0,9.33,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
334,165,current,2026-08-01,BASE,1.0,BASE,160.0,13.33,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $11.67; current-minus-closest $0.00.,2026-08-07 19:21:44
335,165,current,2026-08-01,BREAK,2.0,CS,152.0,12.67,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $11.67; current-minus-closest $0.00.,2026-08-07 19:21:44
336,165,current,2026-08-01,BREAK,3.0,CS,140.0,11.67,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $11.67; current-minus-closest $0.00.,2026-08-07 19:21:44
337,165,current,2026-08-01,BREAK,5.0,CS,128.0,10.67,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $11.67; current-minus-closest $0.00.,2026-08-07 19:21:44
338,165,current,2026-08-01,BREAK,10.0,CS,120.0,10.0,Empire August Book.pdf,131,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $11.67; current-minus-closest $0.00.,2026-08-07 19:21:44
339,170,current,2026-08-01,BASE,1.0,BASE,135.96,11.33,Empire August Book.pdf,92,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
340,170,current,2026-08-01,BREAK,3.0,CS,128.04,10.67,Empire August Book.pdf,92,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
341,170,current,2026-08-01,BREAK,5.0,CS,120.0,10.0,Empire August Book.pdf,92,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
342,170,current,2026-08-01,BREAK,10.0,CS,112.08,9.34,Empire August Book.pdf,92,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
513,344,current,2026-08-01,BASE,1.0,BASE,72.0,12.0,Southern Glazers Price Book.pdf,178,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
514,344,current,2026-08-01,BREAK,3.0,CS,64.0,10.67,Southern Glazers Price Book.pdf,178,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
515,344,current,2026-08-01,BREAK,5.0,CS,60.0,10.0,Southern Glazers Price Book.pdf,178,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
516,344,current,2026-08-01,BREAK,10.0,CS,52.0,8.67,Southern Glazers Price Book.pdf,178,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $0.00.,2026-08-07 19:21:44
517,348,current,2026-08-01,BASE,1.0,BASE,80.0,6.67,Southern Glazers Price Book.pdf,178,HIGH,1,Price book labels the 750ML line CHARDONNAY rather than CHARD SUPER CRISP. Current Shopify $5.34 cost exactly matches the 3CS 750ML Chardonnay tier; verify label if desired. Current-cost validation: Exact / 1¢; closest published cost $5.34; current-minus-closest $0.00.,2026-08-07 19:21:44
518,348,current,2026-08-01,BREAK,3.0,CS,64.09,5.34,Southern Glazers Price Book.pdf,178,HIGH,1,Price book labels the 750ML line CHARDONNAY rather than CHARD SUPER CRISP. Current Shopify $5.34 cost exactly matches the 3CS 750ML Chardonnay tier; verify label if desired. Current-cost validation: Exact / 1¢; closest published cost $5.34; current-minus-closest $0.00.,2026-08-07 19:21:44
519,348,current,2026-08-01,BREAK,20.0,CS,56.05,4.67,Southern Glazers Price Book.pdf,178,HIGH,1,Price book labels the 750ML line CHARDONNAY rather than CHARD SUPER CRISP. Current Shopify $5.34 cost exactly matches the 3CS 750ML Chardonnay tier; verify label if desired. Current-cost validation: Exact / 1¢; closest published cost $5.34; current-minus-closest $0.00.,2026-08-07 19:21:44
